,Unnamed: 0,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
222,222,30 Thorburn Street," 452,000 ", 28 Oct 2017,1, ,, 340 , Dec 2018, 627 ,,3,1,3,Bell Park
223,223,3 Narebar Street," 530,000 ", 28 Oct 2017,1," 131,500 ", Mar 1998, ,, 891 ,,4,2,1,Bell Park
224,224,27 Shannahan Drive," 450,000 ", 27 Oct 2017,1," 136,000 ", Oct 2007, ,, 684 ,,4,2,2,Bell Park
225,225,1/25 MAPLE Crescent," 360,000 ", Oct 2017,0," 270,000 ", Aug 2015, ,, 253 ,,0,0,0,Bell Park
226,226,1/2-12 Morgan Street," 200,000 ", Oct 2017,0," 95,000 ", Jul 2001, ,, 665 ,,0,0,0,Bell Park
227,227,57 Barton Street," 455,000 ", Oct 2017,0," 135,913 ", Mar 2014, ,, 254  ,172.0,0,0,0,Bell Park
228,228,1 Dural Court," 510,000 ", Oct 2017,0, ,, ,, 652 ,,6,2,4,Bell Park
229,229,2/10 Anakie Road," 360,000 ", Sep 2017,0," 295,000 ", Jun 2010, ,, 206  ,147.0,3,2,1,Bell Park
230,230,1/1 Castle Court," 184,900 ", Sep 2017,0, ,, 250 , Jul 2019, 674 ,,0,0,0,Bell Park
231,231,1/2 Jasmine Street," 343,000 ", Sep 2017,0," 305,000 ", Sep 2012, ,, 259  ,117.0,0,0,0,Bell Park
232,232,6 Nambet Court," 396,000 ", 23 Sep 2017,1," 315,000 ", Mar 2014, ,, 693 ,,3,1,5,Bell Park
233,233,41 Hedgeley Road," 458,000 ", Sep 2017,0," 290,000 ", Sep 2005, ,, 464 ,,3,2,2,Bell Park
234,234,1/25 Bruce Street," 360,000 ", Sep 2017,0," 270,000 ", Sep 2009, ,, 295  ,101.0,2,1,1,Bell Park
235,235,68 Prestige Avenue," 715,000 ", Sep 2017,0," 179,000 ", Jul 2008, ,, 666  ,272.0,5,3,4,Bell Park
236,236,2/151 Thompson Road," 171,000 ", Sep 2017,0, ,, 200 , May 2014," 1,058 ",,0,0,0,Bell Park
237,237,6 Viola Close," 554,000 ", 09 Sep 2017,1," 87,000 ", Aug 2002, ,, 676 ,,4,2,2,Bell Park
238,238,26 Shannahan Drive," 460,000 ", Aug 2017,0," 145,000 ", May 1994, ,, 705 ,,4,2,2,Bell Park
239,239,6 Hedgeley Road," 606,000 ", Aug 2017,0, ,, ,, 619 ,,6,4,2,Bell Park
240,240,2/24 Jabone Terrace," 313,000 ", Aug 2017,0," 269,950 ", Jul 2008, ,, 327 ,,0,0,0,Bell Park
241,241,48B Anakie Road," 435,000 ", Aug 2017,0, ,, ,, 256 ,,0,0,0,Bell Park
242,242,45 Shannahan Drive," 545,000 ", Aug 2017,0," 137,000 ", Aug 2007, ,, 690 ,,4,2,2,Bell Park
243,243,20 Milan Street," 425,000 ", Aug 2017,0," 375,000 ", Mar 2014, ,, 290 ,,3,2,2,Bell Park
244,244,14 Curtin Street," 465,000 ", 05 Aug 2017,1, ,, ,, 676 ,,3,2,4,Bell Park
245,245,23 Vistula Avenue," 340,000 ", Aug 2017,0, ,, 280 , Sep 2017, 604 ,,3,1,2,Bell Park
246,246,171 Separation Street," 285,000 ", 04 Aug 2017,1, ,, ,, 638 ,,2,1,1,Bell Park
247,247,3/151 Thompson Road," 235,000 ", Aug 2017,0," 179,000 ", Jul 2008, ,," 1,058 ",,0,0,0,Bell Park
248,248,41 Barton Street," 400,000 ", Jul 2017,0, ,, ,, 650 ,,3,2,2,Bell Park
249,249,3/31 Libau Avenue," 165,000 ", Jul 2017,0," 123,000 ", Sep 2008, ,, 100 ,,0,0,0,Bell Park
250,250,1/27 Deakin Street," 320,000 ", Jul 2017,0, ,, 280 , Aug 2016, 295 ,,2,1,1,Bell Park
251,251,4 Levoca Court," 325,000 ", Jul 2017,0, ,, ,, 604 ,,0,0,0,Bell Park
252,252,18 Libau Avenue," 430,000 ", Jul 2017,0," 385,000 ", Feb 2016, ,, 705  ,219.0,4,3,3,Bell Park
253,253,18 Willow Crescent," 365,000 ", Jul 2017,0," 330,000 ", Apr 2014, ,, 651 ,,3,1,1,Bell Park
254,254,4/32-44 Tarkin Court," 745,000 ", Jul 2017,0," 300,000 ", Jun 2014, ,," 7,021 ",,0,0,0,Bell Park
255,255,22-24 McClelland Street," 1,100,000 ", Jun 2017,0," 780,000 ", May 2016, ,," 1,846 ",,0,0,0,Bell Park
256,256,16-18 Yaraan Street," 765,000 ", Jun 2017,0, ,, ,, 631 ,,3,1,0,Bell Park
257,257,74 Anakie Road," 317,000 ", Jun 2017,0," 230,000 ", Nov 2009, ,, 388  ,103.0,3,1,2,Bell Park
258,258,1 Alvena Court," 450,000 ", Jun 2017,0, ,, 320 , Jun 2019, 859 ,,3,1,1,Bell Park
259,259,1/39 Deakin Street," 350,000 ", Jun 2017,0," 243,500 ", Oct 2007, ,, 295 ,,0,0,0,Bell Park
260,260,12 Elsie Street," 420,000 ", Jun 2017,0," 241,000 ", Sep 2008, ,, 630 ,,3,1,1,Bell Park
261,261,3 Levoca Court," 368,000 ", 16 Jun 2017,1, ,, 290 , Nov 2013, 602 ,,3,1,2,Bell Park
262,262,3 Manooka Court," 458,000 ", 15 Jun 2017,1, ,, ,, 739 ,,3,2,2,Bell Park
263,263,1/8 Curtin Street," 282,500 ", Jun 2017,0, ,, 310 , Jul 2017, 342 ,,3,1,2,Bell Park
264,264,72 Anakie Road," 344,000 ", 14 Jun 2017,1, ,, ,, 655 ,,2,1,5,Bell Park
265,265,61 Nicholson Crescent," 360,000 ", Jun 2017,0," 300,000 ", Mar 2012, ,, 659 ,,3,1,2,Bell Park
266,266,15 Karlovac Court," 347,000 ", May 2017,0," 285,700 ", Dec 2012, ,, 682  ,125.0,3,2,2,Bell Park
267,267,1/53 Nicholson Crescent," 290,000 ", May 2017,0," 255,000 ", Oct 2014, ,, 137  ,91.0,0,0,0,Bell Park
268,268,17 Hume Reserve Court," 580,000 ", May 2017,0," 190,000 ", Oct 2003, ,, 530 ,,0,0,0,Bell Park
269,269,22 Jabone Terrace," 476,000 ", 20 May 2017,1, ,, ,, 656 ,,4,2,4,Bell Park
270,270,5 Samuel Close," 488,000 ", 20 May 2017,1," 420,000 ", May 2010, ,, 797 ,,4,2,3,Bell Park
271,271,30 Malinda Crescent," 385,000 ", 13 May 2017,1, ,, 320 , Mar 2012, 653 ,,3,2,2,Bell Park
272,272,4 Milan Street," 234,000 ", May 2017,0, ,, ,, 289 ,,2,1,0,Bell Park
273,273,73 Bruce Street," 387,500 ", 13 May 2017,1," 308,000 ", May 2015, ,, 650  ,97.0,3,1,5,Bell Park
274,274,26 Tallinn Street," 360,000 ", 12 May 2017,1," 282,000 ", May 2011, ,, 600  ,112.0,2,1,1,Bell Park
275,275,4C Milan Street," 340,000 ", May 2017,0, ,, ,, 136 ,,2,1,1,Bell Park
276,276,40 Nanworen Crescent," 415,000 ", May 2017,0," 104,000 ", Dec 1988, ,, 680 ,,3,1,3,Bell Park
277,277,2/27 Elsie Street," 390,000 ", Apr 2017,0, ,, ,, 222 ,,0,0,0,Bell Park
278,278,63 Nicholson Crescent," 410,000 ", Apr 2017,0," 276,300 ", Mar 2012, ,, 340 ,,3,2,2,Bell Park
279,279,2 Nicole Court," 480,000 ", Apr 2017,0," 125,000 ", Apr 2005, ,, 448  ,176.0,4,2,1,Bell Park
280,280,2/163 Separation Street," 150,000 ", Apr 2017,0, ,, 420 , Mar 2019, 274 ,,3,2,2,Bell Park
281,281,30 Maple Crescent," 417,000 ", Apr 2017,0," 325,000 ", Jan 2014, ,, 651  ,119.0,3,1,0,Bell Park
282,282,244 Anakie Road," 360,000 ", Apr 2017,0," 115,000 ", Sep 1989, ,, 647 ,,5,3,1,Bell Park
283,283,44 Vistula Avenue," 360,000 ", Apr 2017,0," 187,500 ", Apr 2005, ,, 640 ,,3,1,2,Bell Park
284,284,68 Mcclelland Street," 355,000 ", Apr 2017,0," 185,000 ", Jun 2003, ,, 610 ,,3,1,2,Bell Park
285,285,16 Hammersley Road," 420,000 ", Apr 2017,0," 320,000 ", Aug 2011, ,, 605 ,,3,1,1,Bell Park
286,286,205 Separation Street," 306,000 ", 08 Apr 2017,1, ,, ,, 619 ,,3,1,2,Bell Park
287,287,3 Libau Avenue," 382,000 ", 04 Apr 2017,1, ,, 280 , May 2017, 628 ,,3,1,1,Bell Park
288,288,1/27 Elsie," 390,000 ", Apr 2017,0, ,, ,, ,,0,0,0,Bell Park
289,289,78 Thorburn Street," 352,000 ", 30 Mar 2017,1," 65,000 ", Oct 1997, ,, 618 ,,3,1,1,Bell Park
290,290,46 Maple Crescent," 379,000 ", Mar 2017,0, ,, ,, 729 ,,4,1,14,Bell Park
291,291,45 Thorburn Street," 318,000 ", 25 Mar 2017,1," 60,500 ", Nov 1992, ,, 630 ,,3,1,1,Bell Park
292,292,3/34 Roma Street," 345,000 ", Mar 2017,0, ,, ,, 195 ,,0,0,0,Bell Park
293,293,58 Nanworen Crescent," 380,000 ", Mar 2017,0," 245,000 ", May 2004, ,, 657 ,,3,2,2,Bell Park
294,294,29 Nanworen Crescent," 420,000 ", Mar 2017,0," 360,000 ", Sep 2014, ,, 563 ,,5,2,2,Bell Park
295,295,33 Deakin Street," 357,000 ", 11 Mar 2017,1, ,, ,, 659  ,139.0,3,1,4,Bell Park
296,296,5 Furner Avenue," 378,500 ", 11 Mar 2017,1," 232,000 ", Apr 2006, ,, 605 ,,3,1,6,Bell Park
297,297,24 Ashleigh Crescent," 510,000 ", Mar 2017,0," 378,000 ", May 2013, ,, 549  ,549.0,5,2,5,Bell Park
298,298,40 Bruce Street," 500,000 ", Mar 2017,0," 300,000 ", Nov 2006, ,, 650 ,,3,2,2,Bell Park
299,299,177B Separation Street," 371,000 ", Mar 2017,0, ,, 390 , Mar 2017, 305 ,,0,0,0,Bell Park
0,0,3/10-12 Chatham Close," 372,500 ", Sep 2020,0, ,, ,, 171 ,,0,0,0,Bell Post Hill
1,1,24 Darriwill Street," 457,500 ", Sep 2020,0," 265,000 ", Jun 2011, ,, 536 ,,3,1,1,Bell Post Hill
2,2,25 Fairy Street," 494,000 ", 12 Aug 2020,1, ,, 390 , Aug 2020, 627 ,,3,1,2,Bell Post Hill
3,3,19 Molloy Court," 640,000 ", Aug 2020,0," 460,000 ", Apr 2013, ,, 440  ,193.0,3,2,2,Bell Post Hill
4,4,51 Corinella Street," 600,000 ", Aug 2020,0," 350,000 ", Dec 2013, ,, 631 ,,4,2,0,Bell Post Hill
5,5,2/2 Liston Street," 400,000 ", Aug 2020,0," 233,500 ", Jul 2005, ,, 280 ,,0,0,0,Bell Post Hill
6,6,23 Edison Road," 605,000 ", Jul 2020,0," 397,000 ", May 2015, ,, 522 ,,4,2,2,Bell Post Hill
7,7,1/10-12 Chatham Close," 376,500 ", Jul 2020,0," 218,000 ", Aug 2014, ,, 173 ,,0,0,0,Bell Post Hill
8,8,25 Darriwill Street," 467,500 ", Jul 2020,0," 335,000 ", Feb 2017, ,, 628  ,139.0,3,1,1,Bell Post Hill
9,9,16 Kinlock Street," 500,000 ", Jul 2020,0," 485,000 ", Feb 2018, ,, 626  ,120.0,3,1,1,Bell Post Hill
10,10,1/10 Chatham Close," 376,500 ", Jul 2020,0," 180,000 ", Aug 2010, ,, 173 ,,0,0,0,Bell Post Hill
11,11,49 Ruhamah Avenue," 485,000 ", Jul 2020,0," 72,000 ", Nov 1991, ,, 625 ,,3,1,1,Bell Post Hill
12,12,1 Wolseley Grove," 473,000 ", Jul 2020,0," 286,100 ", Jan 2008, ,, 683 ,,3,2,3,Bell Post Hill
13,13,Lot 18 Tova Street," 320,000 ", Jul 2020,0, ,, ,, ,,0,0,0,Bell Post Hill
14,14,29 Dane Avenue," 900,000 ", Jun 2020,0," 540,000 ", Jan 2015, ,, 716 ,,3,2,2,Bell Post Hill
15,15,38 Dane Avenue," 855,000 ", Jun 2020,0," 650,000 ", Dec 2014, ,, 790 ,,4,3,3,Bell Post Hill
16,16,98A Neil Street," 515,000 ", Jun 2020,0," 365,000 ", May 2015, ,, 305 ,,3,0,0,Bell Post Hill
17,17,10 Darriwill Street," 455,000 ", Jun 2020,0," 330,000 ", Jan 2011, ,, 544 ,,3,1,1,Bell Post Hill
18,18,46 Kansas Avenue," 465,000 ", May 2020,0," 150,000 ", Apr 2012, ,, 533 ,,0,0,0,Bell Post Hill
19,19,31 Leila Crescent," 550,000 ", May 2020,0," 99,000 ", Oct 1987, ,, 572 ,,3,2,2,Bell Post Hill
20,20,97 Neil Street," 550,000 ", May 2020,0," 359,000 ", Apr 2011, ,, 646 ,,3,1,4,Bell Post Hill
21,21,98 Ruhamah Avenue," 525,000 ", Apr 2020,0," 395,000 ", Jun 2016, ,, 625 ,,3,2,2,Bell Post Hill
22,22,44 Leila Crescent," 535,000 ", Apr 2020,0," 320,000 ", Oct 2008, ,, 671 ,,4,2,2,Bell Post Hill
23,23,3 Beauford Avenue," 520,000 ", Apr 2020,0," 325,000 ", Apr 2014, ,, 559  ,185.0,3,1,2,Bell Post Hill
24,24,6 Ernest Street," 475,000 ", Apr 2020,0," 247,000 ", Jun 2007, ,, 650  ,104.0,3,1,2,Bell Post Hill
25,25,70 Newton Avenue," 850,000 ", Apr 2020,0," 272,500 ", Nov 2010, ,, 850 ,,0,0,0,Bell Post Hill
26,26,91 Ernest Street," 560,000 ", Mar 2020,0," 361,000 ", Aug 2013, ,, 647 ,,3,1,1,Bell Post Hill
27,27,45 Newton Avenue," 484,092 ", Mar 2020,0," 312,000 ", Dec 2015, ,, 535  ,120.0,2,2,2,Bell Post Hill
28,28,157 Anakie Road," 472,000 ", Feb 2020,0, ,, 360 , Mar 2020, 582 ,,3,1,2,Bell Post Hill
29,29,6 Eagleview Crescent," 620,000 ", 21 Feb 2020,1, ,, ,," 1,029 ",,0,0,0,Bell Post Hill
30,30,24 Newton Avenue," 477,000 ", Feb 2020,0," 312,000 ", Sep 2012, ,, 527  ,125.0,4,2,1,Bell Post Hill
31,31,10 Rita Court," 785,000 ", Jan 2020,0," 279,000 ", Aug 2015, ,, 559 ,,0,0,0,Bell Post Hill
32,32,36 Rollins Road," 735,000 ", Jan 2020,0," 300,000 ", Nov 2007, ,, 840 ,,0,0,0,Bell Post Hill
33,33,151 Anakie Road," 590,000 ", Dec 2019,0," 412,500 ", Mar 2017, ,, 641 ,,3,2,2,Bell Post Hill
34,34,7 Newton Avenue," 460,000 ", Dec 2019,0," 365,000 ", Apr 2015, ,, 532 ,,3,2,2,Bell Post Hill
35,35,8 Peter Street," 638,000 ", Dec 2019,0," 320,000 ", Dec 2007, ,, 656  ,187.0,3,2,1,Bell Post Hill
36,36,2/29 Leila Crescent," 425,000 ", Nov 2019,0, ,, 310 , Dec 2016, 294 ,,0,0,0,Bell Post Hill
37,37,61 Neil Street," 441,000 ", Nov 2019,0," 115,000 ", Aug 2001, ,, 633 ,,3,1,4,Bell Post Hill
38,38,88 Fairy Street," 490,000 ", Nov 2019,0, ,, 380 , Nov 2019, 635 ,,3,1,3,Bell Post Hill
39,39,96 Neil Street," 455,000 ", Nov 2019,0," 385,000 ", Oct 2017, ,, 631 ,,3,1,3,Bell Post Hill
40,40,51 Darriwill Street," 490,000 ", Nov 2019,0," 225,000 ", Nov 2007, ,, 575  ,131.0,4,1,5,Bell Post Hill
41,41,10 Corinella Street," 545,000 ", Oct 2019,0, ,, ,, 649 ,,3,1,2,Bell Post Hill
42,42,100 Ernest Street," 510,000 ", Oct 2019,0," 108,000 ", Oct 2001, ,, 648 ,,3,1,1,Bell Post Hill
43,43,73 Corinella Street," 452,500 ", Oct 2019,0," 410,000 ", Dec 2016, ,, 617 ,,5,2,2,Bell Post Hill
44,44,5A Kinlock Street," 330,000 ", Sep 2019,0, ,, ,, 308 ,,0,0,0,Bell Post Hill
45,45,6/14-16 Wolseley Grove," 372,500 ", Sep 2019,0," 200,000 ", Dec 2014, ,," 1,299 ",,0,0,0,Bell Post Hill
46,46,83 Darriwill Street," 480,000 ", Sep 2019,0," 333,000 ", May 2010, ,, 624  ,180.0,3,2,4,Bell Post Hill
47,47,25 Aintree Road," 570,000 ", Sep 2019,0," 322,200 ", May 2004, ,, 564 ,,3,2,2,Bell Post Hill
48,48,1 Milan Street," 400,000 ", Aug 2019,0, ,, ,, ,,2,1,1,Bell Post Hill
49,49,2 Wolseley Grove," 390,000 ", Aug 2019,0," 95,000 ", Oct 2002, ,, 654  ,81.0,0,0,0,Bell Post Hill
50,50,74B Ernest Street," 445,000 ", Aug 2019,0, ,, 385 , Mar 2017, ,,3,2,2,Bell Post Hill
51,51,38 Jedda Street," 430,000 ", Aug 2019,0," 337,000 ", May 2016, ,, 645  ,100.0,2,1,1,Bell Post Hill
52,52,3 Newton Avenue," 420,000 ", Aug 2019,0," 268,000 ", Jul 2012, ,, 543  ,113.0,3,1,1,Bell Post Hill
53,53,221 Anakie Road," 545,000 ", Aug 2019,0," 260,000 ", Sep 2008, ,, 593  ,191.0,4,2,5,Bell Post Hill
54,54,72 Corinella Street," 580,000 ", Aug 2019,0," 115,000 ", Nov 1984, ,, 624 ,,4,2,4,Bell Post Hill
55,55,a/1 Ruhamah Avenue," 575,000 ", Jul 2019,0, ,, ,, ,,3,2,2,Bell Post Hill
56,56,1/70 Ruhamah Avenue," 410,000 ", Jul 2019,0, ,, 350 , Aug 2018, 630 ,,3,1,1,Bell Post Hill
57,57,34 Liston Street," 405,000 ", Jun 2019,0," 225,000 ", Sep 2006, ,, 635 ,,3,1,2,Bell Post Hill
58,58,5 Pratt Court," 540,000 ", Jun 2019,0," 284,990 ", Dec 2008, ,, 820 ,,4,2,2,Bell Post Hill
59,59,31 Jedda Street," 485,000 ", Jun 2019,0," 277,500 ", Dec 2008, ,, 698  ,219.0,3,1,7,Bell Post Hill
60,60,2/36 Eagleview Crescent," 365,000 ", Jun 2019,0," 238,000 ", Nov 2009, ,, 305  ,92.0,0,0,0,Bell Post Hill
61,61,5B Kinlock Street," 175,000 ", Jun 2019,0, ,, ,, 313 ,,0,0,0,Bell Post Hill
62,62,31 Ernest Street," 572,500 ", Jun 2019,0," 370,000 ", Feb 2010, ,, 651  ,385.0,5,2,2,Bell Post Hill
63,63,61 Ruhamah Avenue," 445,000 ", Jun 2019,0," 302,000 ", Jan 2011, ,, 629  ,112.0,3,1,3,Bell Post Hill
64,64,5 Ward Street," 485,000 ", Jun 2019,0, ,, ,, ,,3,2,2,Bell Post Hill
65,65,40 Kansas Avenue," 447,000 ", May 2019,0, ,, ,, 540 ,,4,1,3,Bell Post Hill
66,66,45 Kansas Avenue," 452,500 ", May 2019,0," 296,000 ", May 2011, ,, 540  ,121.0,3,1,4,Bell Post Hill
67,67,27 Ernest Street," 375,000 ", May 2019,0," 80,000 ", Jul 1992, ,, 643 ,,4,1,1,Bell Post Hill
68,68,1/57 Rollins Road," 385,000 ", May 2019,0," 280,000 ", Jan 2015, ,, 302 ,,0,0,0,Bell Post Hill
69,69,58 Ruhamah Avenue," 485,000 ", May 2019,0," 376,500 ", Nov 2014, ,, 621  ,139.0,3,1,2,Bell Post Hill
70,70,15 Molloy Court," 590,000 ", Apr 2019,0," 197,000 ", Dec 2011, ,, 428  ,177.0,3,2,6,Bell Post Hill
71,71,78 Corinella Street," 480,000 ", Apr 2019,0," 305,000 ", Jun 2014, ,, 628 ,,3,2,3,Bell Post Hill
72,72,53 Braund Avenue," 488,000 ", Apr 2019,0," 74,000 ", Sep 1988, ,, 634 ,,3,1,5,Bell Post Hill
73,73,43 Edison Road," 450,000 ", Mar 2019,0," 203,000 ", Feb 2000, ,, 538 ,,3,2,2,Bell Post Hill
74,74,167 Anakie Road," 440,000 ", Mar 2019,0," 200,000 ", Dec 2004, ,, 563 ,,4,1,2,Bell Post Hill
75,75,49 Rollins Road," 468,000 ", Mar 2019,0," 360,000 ", Sep 2014, ,, 557  ,143.0,3,1,3,Bell Post Hill
76,76,38 Kinlock Street," 480,000 ", Mar 2019,0," 67,500 ", Sep 1999, ,, 620 ,,3,1,6,Bell Post Hill
77,77,112 Rollins Road," 505,000 ", Mar 2019,0," 360,000 ", May 2013, ,, 613 ,,4,1,2,Bell Post Hill
78,78,23 Kinlock Street," 399,000 ", Mar 2019,0," 83,000 ", Mar 1994, ,, 552 ,,3,1,2,Bell Post Hill
79,79,11 Molloy Court," 592,000 ", Mar 2019,0," 101,000 ", Feb 2000, ,, 427  ,137.0,3,1,2,Bell Post Hill
80,80,67 Kansas Avenue," 479,000 ", Feb 2019,0, ,, 370 , Mar 2019, 539 ,,3,1,4,Bell Post Hill
81,81,42 Kinlock Street," 390,000 ", Feb 2019,0," 84,500 ", Aug 1993, ,, 740 ,,2,1,0,Bell Post Hill
82,82,50 Rollins Road," 440,000 ", Feb 2019,0," 310,000 ", Oct 2013, ,, 589  ,140.0,3,1,5,Bell Post Hill
83,83,72 Ruhamah Avenue," 452,500 ", Feb 2019,0," 251,000 ", May 2010, ,, 620  ,102.0,3,1,3,Bell Post Hill
84,84,35 Darcy Crescent," 528,000 ", Feb 2019,0," 301,000 ", May 2007, ,, 558 ,,4,2,3,Bell Post Hill
85,85,38 Ward Street," 570,000 ", Jan 2019,0," 232,000 ", Nov 2008, ,, 585  ,113.0,3,1,4,Bell Post Hill
86,86,90 Liston Street," 399,600 ", Jan 2019,0, ,, ,, 570 ,,3,1,2,Bell Post Hill
87,87,8 Wolseley Grove," 370,000 ", Jan 2019,0," 206,000 ", Jun 2008, ,, 653 ,,3,1,0,Bell Post Hill
88,88,20 Wolseley Grove," 352,500 ", Jan 2019,0, ,, ,, 641 ,,4,1,3,Bell Post Hill
89,89,15 Darriwill Street," 460,000 ", Dec 2018,0," 188,000 ", Aug 2002, ,, 626  ,109.0,3,1,2,Bell Post Hill
90,90,71 Darriwill Street," 370,000 ", Dec 2018,0," 291,000 ", Feb 2013, ,, 630  ,118.0,3,1,1,Bell Post Hill
91,91,84 Corinella Street," 554,000 ", 18 Dec 2018,1," 531,000 ", Sep 2017, ,, 627 ,,4,2,1,Bell Post Hill
92,92,27 Edison Road," 440,000 ", Dec 2018,0," 145,000 ", Mar 2002, ,, 535 ,,3,1,2,Bell Post Hill
93,93,71 Neil Street," 579,000 ", Dec 2018,0," 347,000 ", Aug 2017, ,, 633 ,,4,2,1,Bell Post Hill
94,94,22 Corinella Street," 537,000 ", Dec 2018,0, ,, 380 , Jan 2019, 752 ,,3,1,2,Bell Post Hill
95,95,20 Kansas Avenue," 490,000 ", Dec 2018,0, ,, 400 , Jan 2019, 538 ,,4,1,3,Bell Post Hill
96,96,13 Neil Street," 575,500 ", Dec 2018,0," 365,000 ", Nov 2008, ,, 656 ,,4,2,4,Bell Post Hill
97,97,44 Braund Avenue," 410,000 ", Dec 2018,0," 69,000 ", Feb 2000, ,, 578 ,,4,1,1,Bell Post Hill
98,98,18 Kansas Avenue," 335,000 ", Dec 2018,0, ,, ,, ,,0,0,0,Bell Post Hill
99,99,16 Rushden Close," 531,000 ", 01 Dec 2018,1, ,, ,, 642 ,,4,2,2,Bell Post Hill
100,100,42 Ernest Street," 486,000 ", Nov 2018,0, ,, ,, 776 ,,3,1,1,Bell Post Hill
101,101,6 Chanel Avenue," 630,000 ", Nov 2018,0," 125,000 ", Nov 1985, ,," 1,074 ",,5,3,2,Bell Post Hill
102,102,153 Anakie Road," 566,000 ", Nov 2018,0," 353,000 ", Jan 2005, ,, 644 ,,4,2,2,Bell Post Hill
103,103,7 Darriwill Street," 587,000 ", Nov 2018,0, ,, ,, 623 ,,3,2,4,Bell Post Hill
104,104,16 Rollins Road," 400,000 ", 24 Nov 2018,1," 105,000 ", Sep 2003, ,, 534 ,,3,1,2,Bell Post Hill
105,105,18 Corinella Street," 550,000 ", Nov 2018,0, ,, ,, 655 ,,4,2,4,Bell Post Hill
106,106,7 Fairy Street," 605,000 ", Nov 2018,0," 405,000 ", Nov 2016, ,, 537 ,,2,1,1,Bell Post Hill
107,107,30 Newton Avenue," 445,000 ", Nov 2018,0," 195,000 ", Dec 2005, ,, 535  ,140.0,3,1,2,Bell Post Hill
108,108,2 Cardiff Street," 525,000 ", Oct 2018,0," 405,000 ", Jun 2008, ,, 555  ,159.0,4,2,2,Bell Post Hill
109,109,21 Newton Avenue," 515,123 ", Oct 2018,0," 244,000 ", Jul 2005, ,, 529 ,,4,2,3,Bell Post Hill
110,110,54 Fairy Street," 507,000 ", Oct 2018,0," 71,500 ", Apr 1986, ,, 636 ,,3,1,4,Bell Post Hill
111,111,27 Kinlock Street," 513,500 ", 13 Oct 2018,1, ,, ,, 617 ,,3,1,1,Bell Post Hill
112,112,30 Kansas Avenue," 425,000 ", 13 Oct 2018,1, ,, 320 , Feb 2013, 531 ,,3,1,1,Bell Post Hill
113,113,16 Darriwill Street," 500,000 ", Oct 2018,0," 327,000 ", Apr 2011, ,, 544  ,146.0,3,1,1,Bell Post Hill
114,114,29 Quinn Street," 431,000 ", 11 Oct 2018,1, ,, ,, 439 ,,3,2,2,Bell Post Hill
115,115,23 Kansas Avenue," 530,000 ", 06 Oct 2018,1," 336,500 ", Jul 2013, ,, 529 ,,3,1,1,Bell Post Hill
116,116,169 Anakie Road," 482,500 ", Sep 2018,0," 265,000 ", Dec 2013, ,, 569 ,,4,1,8,Bell Post Hill
117,117,3B Neil Street," 445,000 ", Sep 2018,0, ,, 390 , Mar 2019, 310 ,,3,1,2,Bell Post Hill
118,118,1/21 Fordview Crescent," 350,000 ", Sep 2018,0," 239,000 ", Jun 2016, ,, 217 ,,0,0,0,Bell Post Hill
119,119,31 Braund Avenue," 481,000 ", Sep 2018,0," 65,500 ", Apr 1988, ,, 631 ,,3,1,5,Bell Post Hill
120,120,15 Hosie Avenue," 335,000 ", 08 Sep 2018,1, ,, ,, 566 ,,0,0,0,Bell Post Hill
121,121,77 Ernest Street Street," 438,000 ", Sep 2018,0, ,, ,, ,,4,1,3,Bell Post Hill
122,122,77 Ernest Street," 438,000 ", 08 Sep 2018,1," 330,500 ", Mar 2013, ,, 642 ,,3,1,1,Bell Post Hill
123,123,86 Neil Street," 510,000 ", 08 Sep 2018,1," 97,500 ", Apr 1997, ,, 626 ,,3,1,3,Bell Post Hill
124,124,41 Darcy Crescent," 550,000 ", 07 Sep 2018,1," 215,500 ", May 2002, ,, 555 ,,3,2,5,Bell Post Hill
125,125,12 Fordview Crescent," 457,500 ", Sep 2018,0," 230,250 ", Oct 2007, ,, 560 ,,3,1,1,Bell Post Hill
126,126,9 Peter Street," 515,000 ", 01 Sep 2018,1," 310,000 ", Dec 2009, ,, 612 ,,3,1,1,Bell Post Hill
127,127,61 Corinella Street," 402,000 ", Aug 2018,0," 265,900 ", Jul 2009, ,, 626 ,,3,1,2,Bell Post Hill
128,128,89 Neil Street," 425,000 ", 11 Aug 2018,1, ,, ,, 647 ,,3,1,2,Bell Post Hill
129,129,57 Kinlock Street," 133,000 ", Aug 2018,0, ,, 335 , Jul 2017, 625  ,102.0,2,2,1,Bell Post Hill
130,130,74A Ernest Street," 345,000 ", Aug 2018,0, ,, ,, ,,2,1,0,Bell Post Hill
131,131,17 Molloy Court," 557,500 ", Aug 2018,0," 146,000 ", May 2005, ,, 440 ,,3,2,1,Bell Post Hill
132,132,52 Jedda Street," 620,000 ", Aug 2018,0, ,, ,, 596 ,,4,2,4,Bell Post Hill
133,133,14 Darriwill Street," 530,000 ", Aug 2018,0," 300,000 ", Sep 2016, ,, 544  ,115.0,3,2,1,Bell Post Hill
134,134,60 Darriwill Street," 475,000 ", Jul 2018,0, ,, ,, 543 ,,3,1,4,Bell Post Hill
