,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Unnamed: 0
208,12/203-207 Little Malop Street," 461,000 ", Mar 2018,0," 360,000 ", Nov 2011, 360 , Jul 2015, 106 ,,2,2,1,Geelong,
209,146 Garden Street," 750,000 ", Mar 2018,0," 333,000 ", Sep 2012, 260 , Jun 2010, 337  ,  115 ,3,2,1,Geelong,
210,105/8-10 McLarty Place," 440,000 ", Mar 2018,0," 350,000 ", Feb 2017, 395 , Dec 2015, 566 ,,0,0,0,Geelong,
211,79 Fitzroy Street," 765,000 ", Mar 2018,0," 616,000 ", Jul 2015, ,, 564  ,  158 ,3,2,5,Geelong,
212,6 Ryrie Street," 1,260,000 ", Feb 2018,0," 1,100,000 ", Mar 2015, 460 , Dec 2011, 552 ,,5,4,2,Geelong,
213,90 Garden Street," 500,000 ", Feb 2018,0, ,, ,, 150 ,,2,1,0,Geelong,
214,8 Bean Street," 860,000 ", Feb 2018,0," 193,000 ", Aug 2006, ,, 255 ,,3,2,2,Geelong,
215,7 Cogens Place," 690,000 ", Feb 2018,0," 335,000 ", Dec 2004, 395 , Oct 2017, 107  ,  100 ,3,1,2,Geelong,
216,10 The Esplanade S," 1,300,000 ", Feb 2018,0, ,, ,, 372 ,,3,0,0,Geelong,
217,108/6-8 Eastern Beach Road," 629,000 ", Feb 2018,0," 430,000 ", Aug 2011, 660 , Jul 2017," 2,126  ",  96 ,0,0,0,Geelong,
218,6/61 Brougham Street," 435,000 ", 17 Feb 2018,1," 307,500 ", Mar 2010, 390 , Nov 2019, 829 ,,0,0,0,Geelong,
219,33 Maud Street," 875,000 ", Feb 2018,0," 650,000 ", Nov 2010, ,, 489 ,,3,1,2,Geelong,
220,10 The Esplanade South," 1,300,000 ", Feb 2018,0, ,, 800 , Aug 2018, ,,3,2,2,Geelong,
221,301/64 Eastern Beach Road," 1,660,000 ", 10 Feb 2018,1, ,, 580 , Jan 2017, ,,3,2,1,Geelong,
222,3/17A The Esplanade," 400,000 ", Feb 2018,0," 300,000 ", Jan 2009, 260 , Apr 2016, 976  ,  62 ,2,1,1,Geelong,
223,407/8 Gheringhap Street," 499,000 ", Feb 2018,0," 475,000 ", Dec 2014, 390 , Mar 2017, 773  ,  86 ,0,0,0,Geelong,
224,2304/2 Yarra Street," 430,000 ", Jan 2018,0," 260,000 ", Dec 2004, ,," 2,737 ",,0,0,0,Geelong,
225,16 McKillop Street," 820,000 ", Jan 2018,0," 715,000 ", Dec 2015, 210 , Sep 2006, 506 ,,4,1,2,Geelong,
226,1/126 Kilgour Street," 1,200,000 ", Dec 2017,0," 820,000 ", Jan 2013, ,, 699  ,  373 ,0,0,0,Geelong,
227,10 Alexander Avenue," 760,000 ", Dec 2017,0, ,, ,, ,,0,0,0,Geelong,
228,7/96 Mercer Street," 420,000 ", Dec 2017,0," 315,000 ", May 2008, 420 , Jul 2019, 716 ,,0,0,0,Geelong,
229,10 Alexandra Avenue," 760,000 ", Dec 2017,0, ,, ,, 442 ,,3,1,0,Geelong,
230,89 Carr Street," 469,000 ", Dec 2017,0," 218,500 ", Aug 2008, 310 , Apr 2018, 188 ,,2,1,0,Geelong,
231,125 Verner Street," 700,000 ", Dec 2017,0, ,, ,, 613 ,,2,1,4,Geelong,
232,18/96 Mercer Street," 395,000 ", Dec 2017,0, ,, 350 , Apr 2009, 714 ,,0,0,0,Geelong,
233,2/155 Verner Street," 252,000 ", Dec 2017,0," 199,000 ", May 2010, 260 , Jul 2019, 946  ,  63 ,0,0,0,Geelong,
234,47B Lonsdale Street," 760,000 ", Dec 2017,0, ,, ,, 319 ,,3,2,2,Geelong,
235,12/64-66 Eastern Beach Road," 1,170,000 ", Dec 2017,0," 927,500 ", Mar 2007, ,," 2,538 ",,2,0,0,Geelong,
236,302/64-66 Eastern Beach Road," 1,170,000 ", Dec 2017,0," 910,000 ", Feb 2015, 650 , Jan 2014," 2,538 ",,0,0,0,Geelong,
237,302/64 Eastern Beach Road," 1,170,000 ", 09 Dec 2017,1," 910,000 ", Feb 2015, 650 , Jan 2014," 2,538  ",  152 ,0,0,0,Geelong,
238,142 Verner Street," 780,000 ", 07 Dec 2017,1," 66,000 ", Sep 1996, ,, 471 ,,3,3,2,Geelong,
239,6A Sydney Avenue," 785,000 ", 06 Dec 2017,1, ,, ,, 260 ,,3,2,2,Geelong,
240,11 Stradling Avenue," 825,000 ", Dec 2017,0, ,, 360 , Feb 2018, 580 ,,4,1,1,Geelong,
241,4408/4 Yarra Street," 630,000 ", Dec 2017,0," 500,000 ", Jul 2005, 440 , Jan 2016," 2,737 ",,2,2,1,Geelong,
242,1/19 Mcmillan Avenue," 410,000 ", Dec 2017,0," 56,830 ", Dec 1982, ,, 331 ,,0,0,0,Geelong,
243,42 Richmond Crescent," 533,000 ", 02 Dec 2017,1," 68,000 ", Jun 1995, ,, 519 ,,1,1,2,Geelong,
244,101 Kilgour Street," 735,000 ", 02 Dec 2017,1," 455,002 ", Jun 2005, 425 , Dec 2015, 246 ,,2,2,2,Geelong,
245,120 Garden Street," 965,000 ", 02 Dec 2017,1," 84,500 ", Oct 1994, ,, 648 ,,3,2,2,Geelong,
246,1 England Street," 1,350,000 ", 02 Dec 2017,1," 1,100,000 ", Jun 2010, 570 , May 2019, 147  ,  165 ,2,2,1,Geelong,
247,5 Sydney Avenue," 865,000 ", Nov 2017,0," 215,000 ", Jun 2000, 540 , Aug 2019, 478 ,,4,1,2,Geelong,
248,192 Garden Street," 535,000 ", 25 Nov 2017,1," 281,000 ", Nov 2007, 340 , Aug 2012, 358 ,,2,1,1,Geelong,
249,607/8 Gheringhap Street," 520,000 ", Nov 2017,0, ,," 2,042 ", Nov 2019, 776 ,,0,0,0,Geelong,
250,193 Yarra Street," 542,000 ", Nov 2017,0," 335,000 ", Jun 2010, 360 , Jul 2019, 141 ,,2,1,1,Geelong,
251,905/53 Mercer Street," 890,000 ", Nov 2017,0, ,, ,, ,,0,0,0,Geelong,
252,10/96 Mercer Street," 420,000 ", Nov 2017,0," 380,000 ", May 2008, 400 , Dec 2018, 716 ,,0,0,0,Geelong,
253,304 Moorabool Street," 1,080,000 ", 18 Nov 2017,1," 354,000 ", Jun 2002, ,, 754  ,  142 ,4,3,3,Geelong,
254,302/100 Western Beach," 536,000 ", Nov 2017,0, ,, ,, ,,0,0,0,Geelong,
255,302/100 Western Beach Road," 536,000 ", Nov 2017,0," 492,500 ", Oct 2012, 450 , Sep 2019, 992 ,,0,0,0,Geelong,
256,1201/53 Mercer Street," 450,000 ", Nov 2017,0, ,, ,, ,,0,0,0,Geelong,
257,307/8 Gheringhap Street," 445,000 ", Nov 2017,0, ,, 400 , Jan 2017, 774 ,,0,0,0,Geelong,
258,43 Mundy Street," 750,000 ", 04 Nov 2017,1," 590,000 ", Sep 2014, 600 , Sep 2016, 470 ,,4,2,2,Geelong,
259,303/18 The Esplanade South," 322,500 ", Nov 2017,0, ,, ,, ,,0,0,0,Geelong,
260,106 Maud Street," 587,500 ", Oct 2017,0," 298,000 ", Mar 2006, 475 , Dec 2015, 212 ,,4,2,2,Geelong,
261,3/4-10 Benson Street," 389,000 ", Oct 2017,0," 320,000 ", May 2014, 350 , Apr 2017, 134 ,,2,1,1,Geelong,
262,50 Kilgour Street," 578,000 ", 28 Oct 2017,1," 95,000 ", Feb 2000, 410 , Aug 2020, 323 ,,3,1,1,Geelong,
263,1/61 Brougham Street," 575,000 ", Oct 2017,0," 195,000 ", Sep 1998, 295 , Jun 2007, 380 ,,0,0,0,Geelong,
264,16 Mundy Street," 750,000 ", Oct 2017,0," 585,000 ", May 2013, 350 , Jan 2016, 942  ,  133 ,3,1,1,Geelong,
265,59 Fitzroy Street," 515,000 ", Oct 2017,0," 415,000 ", Apr 2010, 375 , Nov 2014, 164  ,  110 ,2,1,1,Geelong,
266,101/18 The Esplanade Sth," 478,000 ", Oct 2017,0, ,, ,, ,,0,0,0,Geelong,
267,14 & 14A Richmond Street," 960,000 ", Oct 2017,0, ,, ,, ,,0,0,0,Geelong,
268,39 Alexander Avenue," 1,020,000 ", 14 Oct 2017,1, ,, ,, ,,0,0,0,Geelong,
269,14A Richmond Street," 960,000 ", 14 Oct 2017,1, ,, 330 , Apr 2018," 1,004 ",,3,1,1,Geelong,
270,14 Richmond Street," 960,000 ", 14 Oct 2017,1," 103,000 ", Nov 1988, 280 , Mar 2018," 1,003 ",,0,0,0,Geelong,
271,39 Alexandra Avenue," 1,020,000 ", 14 Oct 2017,1," 700,000 ", Dec 2007, 500 , Jul 2019, 313 ,,0,0,0,Geelong,
272,13 Alexandra Avenue," 1,875,000 ", Oct 2017,0," 441,000 ", Oct 2004, ,, 409 ,,3,1,1,Geelong,
273,117 Maud Street," 800,000 ", Oct 2017,0, ,, 350 , Dec 2017, 461 ,,3,1,2,Geelong,
274,601/8 Gheringhap Street," 355,000 ", Oct 2017,0, ,, 375 , Sep 2016, 773  ,  54 ,0,0,0,Geelong,
275,120 Kilgour Street," 1,341,500 ", Oct 2017,0," 127,000 ", Sep 1991, ,, 191 ,,3,2,2,Geelong,
276,1/4 Fitzroy Street," 445,000 ", Sep 2017,0," 440,000 ", Oct 2003, 315 , Jul 2016, 799 ,,2,1,1,Geelong,
277,604/8 Gheringhap Street," 805,000 ", Sep 2017,0," 684,000 ", Feb 2000, 700 , Mar 2019, 774  ,  122 ,0,0,0,Geelong,
278,12 York Street," 525,000 ", 23 Sep 2017,1, ,, 295 , Aug 2020, 347 ,,2,1,0,Geelong,
279,9 Richmond Court," 535,000 ", 23 Sep 2017,1, ,, ,, 225 ,,2,1,1,Geelong,
280,23 Kilgour Street," 520,000 ", Sep 2017,0," 450,000 ", Sep 2016, 360 , Feb 2012, 465 ,,3,1,2,Geelong,
281,36 Richmond Crescent," 556,000 ", 23 Sep 2017,1," 430,000 ", Jan 2013, 400 , Aug 2017, 13  ,  125 ,3,2,2,Geelong,
282,47A Lonsdale Street," 740,000 ", Sep 2017,0, ,, 640 , Apr 2020, 234 ,,3,2,2,Geelong,
283,18 Pakington Street," 1,225,000 ", Sep 2017,0, ,, ,, 640  ,  320 ,0,0,0,Geelong,
284,11 Yarra Street," 1,550,000 ", Sep 2017,0, ,, ,, 345  ,  160 ,0,0,0,Geelong,
285,29 Mundy Street," 696,000 ", Sep 2017,0, ,, ,, 410 ,,3,1,1,Geelong,
286,9 Kooyong Road," 585,000 ", Sep 2017,0," 500,000 ", Nov 2014, 370 , Feb 2018, 185  ,  102 ,3,1,2,Geelong,
287,17/96 Mercer Street," 429,000 ", Sep 2017,0, ,, 380 , Feb 2012, 714 ,,0,0,0,Geelong,
288,7/236 Malop Street," 415,000 ", Sep 2017,0," 299,000 ", Apr 2006, 360 , Jan 2019, 796 ,,0,0,0,Geelong,
289,4 Little Fenwick Street," 225,000 ", Sep 2017,0," 130,000 ", Mar 2012, ,, 304 ,,0,0,0,Geelong,
290,12 Ryrie Street," 990,500 ", Sep 2017,0," 755,000 ", Mar 2015, ,, 552 ,,4,3,2,Geelong,
291,2B Mercer Street," 755,000 ", 26 Aug 2017,1, ,, ,, ,,0,0,0,Geelong,
292,115 Swanston Street," 450,000 ", Aug 2017,0," 330,000 ", Oct 2011, 260 , Jul 2016, 271 ,,2,1,1,Geelong,
293,203 Yarra Street," 620,000 ", 26 Aug 2017,1," 475,000 ", Jun 2012, 400 , Apr 2017, 210 ,,3,1,0,Geelong,
294,205/8-10 McLarty Place," 455,000 ", Aug 2017,0, ,, 430 , Feb 2018, 565 ,,0,0,0,Geelong,
295,12/141-143 Yarra Street," 690,000 ", Aug 2017,0, ,, 500 , Sep 2016, 596 ,,2,2,1,Geelong,
296,3/188 Mckillop Street," 365,000 ", Aug 2017,0," 175,000 ", Oct 2004, 320 , Dec 2016, 161 ,,0,0,0,Geelong,
297,12/141 Yarra Street," 690,000 ", Aug 2017,0, ,, 500 , Sep 2016, 323  ,  80 ,0,0,0,Geelong,
298,11 Long Lane," 720,000 ", Aug 2017,0," 530,000 ", Aug 2010, ,, 188  ,  140 ,3,2,2,Geelong,
299,3 Stradling Avenue," 830,000 ", 19 Aug 2017,1," 615,000 ", Oct 2010, 370 , May 2016, 612  ,  173 ,3,2,1,Geelong,
0,6 Tannin Way," 545,000 ", Aug 2020,0," 185,000 ", Apr 2011, 410 , Nov 2014, 524 ,,4,2,2,Waurn Ponds,
1,7 Bollinger Street," 690,000 ", Jun 2020,0, ,, ,, 536 ,,4,2,3,Waurn Ponds,
2,2-3 Champagne Court," 1,120,000 ", Jun 2020,0, ,, ,," 1,820 ",,0,0,0,Waurn Ponds,
3,74 Rossack Drive," 575,000 ", Jun 2020,0," 440,000 ", Jun 2015, ,, 612 ,,3,2,2,Waurn Ponds,
4,14-15 Chandon Court," 1,190,000 ", May 2020,0," 630,000 ", Apr 2012, ,," 2,192 ",,0,0,0,Waurn Ponds,
5,32 Shiraz Drive," 460,000 ", Apr 2020,0," 340,000 ", Dec 2014, 340 , Feb 2016, 356  ,  130 ,3,1,1,Waurn Ponds,
6,8 CHABLIS Court," 535,000 ", Apr 2020,0," 195,000 ", Mar 2016, 640 , Dec 2017, 419 ,,0,0,0,Waurn Ponds,
7,115 Ghazeepore Road," 667,000 ", Mar 2020,0," 110,000 ", Nov 2002, ,, 949 ,,0,0,0,Waurn Ponds,
8,1 Katelyn Court," 530,000 ", Mar 2020,0," 278,000 ", Sep 2005, ,, 323  ,  128 ,3,2,1,Waurn Ponds,
9,18 Chardonnay Court," 560,000 ", Mar 2020,0," 93,000 ", May 2003, 440 , Mar 2020, 452 ,,0,0,0,Waurn Ponds,
10,51 Oakwood Crescent," 480,000 ", Mar 2020,0," 320,000 ", Nov 2009, ,, 313 ,,3,2,1,Waurn Ponds,
11,1/14 Ghazeepore Road," 525,000 ", Mar 2020,0, ,, 420 , Mar 2018, 777 ,,0,0,0,Waurn Ponds,
12,17 Tree Street," 575,500 ", Feb 2020,0," 380,000 ", Feb 2014, ,, 399 ,,3,2,2,Waurn Ponds,
13,30 Ironbark Street," 675,000 ", Jan 2020,0," 138,000 ", Mar 2006, 480 , Feb 2020, 583 ,,0,0,0,Waurn Ponds,
14,15 Monterey Drive," 710,000 ", Dec 2019,0, ,, ,, 674 ,,0,0,0,Waurn Ponds,
15,88 Ghazeepore Road," 610,000 ", Dec 2019,0," 115,000 ", Feb 2000, 450 , Nov 2016, 776  ,  186 ,4,2,2,Waurn Ponds,
16,4 Merlot Street," 630,500 ", Dec 2019,0," 495,000 ", Jan 2018, ,, 480 ,,3,2,2,Waurn Ponds,
17,8 Mumm Street," 550,000 ", Dec 2019,0, ,, ,, 578 ,,0,0,0,Waurn Ponds,
18,3/14 Ghazeepore Road," 490,000 ", Dec 2019,0," 62,500 ", Aug 1998, 650 , Jan 2020," 2,193  ",  150 ,0,0,0,Waurn Ponds,
19,15 Cabernet Court," 671,000 ", Dec 2019,0, ,, ,, 678 ,,3,2,1,Waurn Ponds,
20,43 Tannin Way," 520,000 ", Nov 2019,0," 180,000 ", Jun 2012, 400 , Aug 2017, 457  ,  124 ,0,0,0,Waurn Ponds,
21,35 Burgundy Drive," 685,000 ", Nov 2019,0," 535,000 ", Mar 2017, 425 , Dec 2014, 682 ,,4,2,2,Waurn Ponds,
22,11 Chenin Mews," 470,000 ", Nov 2019,0," 256,000 ", Nov 2007, ,, 355 ,,3,1,1,Waurn Ponds,
23,70 Paget Road," 1,160,100 ", Oct 2019,0, ,, ,," 20,888 ",,4,2,4,Waurn Ponds,
24,4 Grenache Drive," 700,000 ", Oct 2019,0," 600,000 ", Jun 2012, ,, 640  ,  314 ,5,3,2,Waurn Ponds,
25,1/55 Ironbark Street," 480,000 ", Oct 2019,0," 300,000 ", May 2009, 380 , Jun 2017, 289  ,  118 ,3,1,1,Waurn Ponds,
26,17 Viogner Place," 675,000 ", Oct 2019,0," 465,000 ", Aug 2013, 600 , Mar 2019, 754  ,  330 ,4,2,2,Waurn Ponds,
27,19 Viogner Place," 475,000 ", Oct 2019,0," 425,500 ", Nov 2017, 400 , Sep 2019, 357  ,  123 ,3,1,2,Waurn Ponds,
28,10 Vintage Court," 640,000 ", Sep 2019,0," 102,000 ", Dec 2002, ,, 534 ,,0,0,0,Waurn Ponds,
29,20 Willesden Drive," 680,000 ", Sep 2019,0," 53,500 ", Oct 2000, ,, 914  ,  230 ,0,0,0,Waurn Ponds,
30,3 Mclaren Court," 1,010,000 ", Sep 2019,0," 185,000 ", Jun 2004, ,," 3,186  ",  291 ,4,2,7,Waurn Ponds,
31,16 Pinot Street," 635,000 ", Aug 2019,0," 540,000 ", Nov 2016, ,, 531 ,,3,2,2,Waurn Ponds,
32,38 Blackheath Mews," 785,000 ", Aug 2019,0," 153,500 ", Sep 2006, ,, 801  ,  293 ,4,2,2,Waurn Ponds,
33,2 Bordeaux Drive," 695,000 ", Aug 2019,0," 395,000 ", May 2005, ,," 1,065 ",,4,2,2,Waurn Ponds,
34,8 Bodega Street," 525,000 ", Aug 2019,0," 160,000 ", Jul 2012, 400 , Jun 2017, 375 ,,3,2,2,Waurn Ponds,
35,12 Blackheath Mews," 750,000 ", 10 Aug 2019,1," 110,000 ", Dec 2003, ,, 789 ,,5,2,2,Waurn Ponds,
36,9 Delgany Mews," 690,000 ", Aug 2019,0," 432,000 ", Feb 2008, 650 , Aug 2019, 798  ,  229 ,5,2,2,Waurn Ponds,
37,1-2 Tuscan Court," 880,000 ", Jul 2019,0," 715,000 ", Dec 2015, ,," 1,404  ",  288 ,5,2,4,Waurn Ponds,
38,1 Resolute Drive," 507,000 ", Jul 2019,0," 400,000 ", Jun 2016, 370 , Jul 2013, 450  ,  126 ,3,2,2,Waurn Ponds,
39,14 RESOLUTE DRIVE," 540,000 ", Jun 2019,0," 307,000 ", Nov 2007, 280 , Dec 2005, 387 ,,5,2,1,Waurn Ponds,
40,4 Muscat Place," 457,000 ", Jun 2019,0," 269,000 ", Oct 2004, 390 , Jun 2019, 358 ,,3,1,1,Waurn Ponds,
41,10 Cottonwood Way," 570,000 ", Jun 2019,0," 170,000 ", Jan 2011, 460 , Feb 2017, 478 ,,5,2,2,Waurn Ponds,
42,5 Merlot Street," 677,000 ", Jun 2019,0," 105,000 ", May 2003, ,, 613  ,  211 ,4,2,2,Waurn Ponds,
43,24 The Vineyard," 549,990 ", Jun 2019,0," 382,500 ", Nov 2008, 450 , Sep 2016, 412 ,,3,2,2,Waurn Ponds,
44,9 Carradale Street," 505,000 ", May 2019,0," 112,000 ", Nov 2004, 450 , Jun 2019, 454 ,,3,2,1,Waurn Ponds,
45,7 Rene Street," 635,000 ", Apr 2019,0," 565,000 ", Oct 2017, ,, 512 ,,3,2,2,Waurn Ponds,
46,45 Grange Park Drive," 300,000 ", Apr 2019,0, ,, ,, 404 ,,0,0,0,Waurn Ponds,
47,41 Burgundy Drive," 630,000 ", Apr 2019,0," 480,000 ", Oct 2015, ,, 610 ,,4,2,3,Waurn Ponds,
48,66 Ghazeepore Road," 655,000 ", Apr 2019,0," 119,000 ", Jun 2004, ,, 631 ,,4,2,2,Waurn Ponds,
49,15 Chenin Mews," 530,000 ", Mar 2019,0, ,, ,, 447 ,,3,2,2,Waurn Ponds,
50,26 Blackheath Mews," 655,000 ", Mar 2019,0," 465,000 ", Apr 2013, ,, 720  ,  191 ,4,2,2,Waurn Ponds,
51,7 Sugargum Drive," 599,000 ", Feb 2019,0," 479,000 ", Feb 2015, 500 , Mar 2018, 674 ,,4,2,2,Waurn Ponds,
52,2/55 Ironbark Street," 484,000 ", Feb 2019,0," 303,000 ", Apr 2009, 380 , Mar 2011, 318 ,,0,0,0,Waurn Ponds,
53,5-6 McLaren Court," 1,115,000 ", Feb 2019,0," 175,000 ", May 2004, ,," 1,888 ",,6,2,5,Waurn Ponds,
54,2 Banyan Court," 710,000 ", Feb 2019,0, ,, ,, 781 ,,5,2,2,Waurn Ponds,
55,31 Tannin Way," 630,000 ", Feb 2019,0," 450,000 ", Feb 2014, 445 , Jan 2014, 569 ,,4,2,2,Waurn Ponds,
56,5 Tree Street," 509,000 ", Jan 2019,0," 355,000 ", Jun 2011, 365 , Sep 2013, 360  ,  123 ,3,1,2,Waurn Ponds,
57,20 Grange Park Drive," 1,300,000 ", 15 Dec 2018,1," 249,000 ", Mar 2009, ,," 3,551 ",,4,2,3,Waurn Ponds,
58,33-34 Barossa Court," 1,290,000 ", Dec 2018,0," 620,000 ", Jul 2008, ,," 2,672 ",,5,3,10,Waurn Ponds,
59,56 Ironbark Street," 660,000 ", Dec 2018,0," 152,500 ", Oct 2007, 550 , Aug 2020, 648 ,,4,2,2,Waurn Ponds,
60,6 Mumm Street," 571,000 ", Dec 2018,0, ,, 420 , Sep 2015, 578 ,,4,2,2,Waurn Ponds,
61,17 The Vineyard," 540,000 ", Oct 2018,0," 326,000 ", Jan 2009, 300 , May 2006, 376 ,,3,2,2,Waurn Ponds,
62,28 Monterey Drive," 657,000 ", Sep 2018,0," 224,000 ", Nov 2000, ,, 733 ,,3,2,2,Waurn Ponds,
63,25 Willesden Drive," 623,000 ", Sep 2018,0," 345,150 ", Aug 2006, 450 , Sep 2017, 927  ,  194 ,4,2,2,Waurn Ponds,
64,16 Merlot Street," 635,000 ", Sep 2018,0," 99,000 ", May 2003, ,, 490 ,,4,2,2,Waurn Ponds,
65,151 Lemins Road," 1,375,000 ", Aug 2018,0, ,, ,," 10,351 ",,4,2,4,Waurn Ponds,
66,5 Ironbark Street," 566,000 ", Aug 2018,0," 450,000 ", Feb 2013, 430 , Sep 2018, 783 ,,3,2,2,Waurn Ponds,
67,42 Oakwood Crescent," 625,000 ", Aug 2018,0," 360,000 ", Oct 2009, 570 , Apr 2009, 580 ,,6,2,2,Waurn Ponds,
68,1 Ash Court," 447,000 ", Aug 2018,0," 296,000 ", May 2007, 390 , Sep 2018, 427  ,  135 ,3,2,1,Waurn Ponds,
69,3/63 Oakwood Crescent," 465,000 ", Aug 2018,0," 329,500 ", May 2011, 330 , Aug 2015, 771  ,  105 ,0,0,0,Waurn Ponds,
70,1/21 Ghazeepore Road," 530,000 ", Aug 2018,0," 185,000 ", Nov 2016, ,, 303 ,,0,0,0,Waurn Ponds,
71,38-40 Ironbark Street," 615,000 ", Jul 2018,0," 479,500 ", Oct 2014, 450 , Jul 2014, 699 ,,4,2,2,Waurn Ponds,
72,120 Rossack Drive," 720,000 ", Jul 2018,0," 147,000 ", Oct 2005, ,, 704  ,  704 ,4,2,2,Waurn Ponds,
73,39-40 Ironbark Street," 615,000 ", Jul 2018,0, ,, ,, ,,0,0,0,Waurn Ponds,
74,110 Lemins Road," 1,670,000 ", Jun 2018,0, ,, 650 , Jan 2019," 2,081 ",,0,0,0,Waurn Ponds,
75,33 Oakwood Crescent," 670,000 ", Jun 2018,0," 442,000 ", Oct 2013, ,, 648  ,  24 ,4,2,2,Waurn Ponds,
76,103 Ghazeeprore Road," 695,000 ", Jun 2018,0, ,, ,, ,,0,0,0,Waurn Ponds,
77,103 Ghazeepore Road," 695,000 ", Jun 2018,0," 75,000 ", Oct 2001, ,, 949 ,,5,2,4,Waurn Ponds,
78,11 Rene Street," 730,000 ", Jun 2018,0," 181,700 ", Nov 2014, ,, 460 ,,5,2,2,Waurn Ponds,
79,15 Temt Terrace," 512,000 ", Jun 2018,0, ,, 450 , Dec 2016, ,,4,2,4,Waurn Ponds,
80,132 Rossack Drive," 670,000 ", Jun 2018,0," 175,000 ", Jul 2009, ,, 630 ,,4,2,3,Waurn Ponds,
81,30 Pethajohn Parade," 641,500 ", May 2018,0, ,, ,, ,,0,0,0,Waurn Ponds,
82,10 Shiraz Drive," 525,000 ", May 2018,0," 440,000 ", Dec 2016, ,, 648 ,,3,2,2,Waurn Ponds,
83,6 Bodega Street," 720,000 ", May 2018,0," 155,000 ", Jun 2012, 165 , Feb 2018, 359 ,,7,2,2,Waurn Ponds,
84,6 Monterey Drive," 715,000 ", May 2018,0," 390,000 ", Dec 2009, ,, 743  ,  267 ,4,2,2,Waurn Ponds,
85,9 Monterey Drive," 607,000 ", Apr 2018,0," 443,000 ", Oct 2015, ,, 750 ,,4,2,2,Waurn Ponds,
86,16 Ghazeepore Road," 450,000 ", Apr 2018,0," 360,000 ", Nov 2013, 450 , Jun 2018, 495  ,  122 ,3,2,3,Waurn Ponds,
87,9 Blackheath Mews," 457,500 ", Apr 2018,0," 290,000 ", Jul 2009, 330 , Nov 2014, 468  ,  107 ,3,1,1,Waurn Ponds,
88,9 Kinsmead Street," 605,000 ", Apr 2018,0," 481,000 ", Sep 2016, ,, 794 ,,4,2,2,Waurn Ponds,
89,8 Monterey Drive," 620,000 ", Mar 2018,0," 290,000 ", May 2007, 445 , Jun 2010, 771  ,  177 ,4,2,2,Waurn Ponds,
90,5 Mica Court," 580,000 ", Mar 2018,0," 330,000 ", Jan 2007, 400 , Oct 2014, 565 ,,4,2,2,Waurn Ponds,
91,15 Grange Park Drive," 907,000 ", Mar 2018,0," 114,000 ", Jun 2004, 650 , May 2018," 1,438 ",,0,0,0,Waurn Ponds,
92,18 Tannin Way," 540,000 ", Feb 2018,0," 175,700 ", May 2014, ,, 446  ,  154 ,4,2,2,Waurn Ponds,
93,25 Shiraz Drive," 647,000 ", Feb 2018,0," 500,000 ", Feb 2012, ,, 616  ,  210 ,4,2,2,Waurn Ponds,
94,118 Rossack Drive," 675,000 ", Feb 2018,0," 147,000 ", Sep 2005, 490 , Nov 2015, 709  ,  226 ,4,2,2,Waurn Ponds,
95,23 Grange Park Drive," 231,000 ", Jan 2018,0, ,, ,," 1,048 ",,0,0,0,Waurn Ponds,
96,20 Peppertree Rise," 562,500 ", Jan 2018,0," 122,000 ", Jul 2005, 500 , Dec 2018, 596 ,,4,2,3,Waurn Ponds,
97,3 Bordeaux Drive," 609,000 ", Jan 2018,0," 253,000 ", Mar 2003, ,, 935 ,,3,2,3,Waurn Ponds,
98,26 Bodega Street," 605,000 ", Jan 2018,0," 200,000 ", Aug 2015, ,, 607 ,,4,2,2,Waurn Ponds,
99,20 Viogner Place," 466,000 ", Jan 2018,0," 318,500 ", Jul 2010, ,, 398 ,,3,1,2,Waurn Ponds,
100,3/15 Bourbon Way," 423,500 ", Jan 2018,0, ,, 400 , Nov 2015, 268 ,,3,1,2,Waurn Ponds,
101,2/15 Bourbon Way," 465,000 ", Jan 2018,0, ,, 435 , Dec 2015, 253 ,,3,2,2,Waurn Ponds,
102,5 Pine Court," 606,000 ", Jan 2018,0," 54,000 ", Mar 2001, ,, 749 ,,3,2,2,Waurn Ponds,
103,65 Monterey Drive," 530,000 ", Dec 2017,0," 409,000 ", Apr 2012, ,, 480 ,,3,2,1,Waurn Ponds,
104,Lot 2 Chablis Court," 190,000 ", Dec 2017,0, ,, ,, ,,0,0,0,Waurn Ponds,
105,80 Paget Road," 1,150,000 ", Dec 2017,0, ,, ,," 20,483 ",,4,3,9,Waurn Ponds,
106,6-jul Kia Court," 1,075,000 ", 16 Dec 2017,1, ,, ,, ,,5,2,5,Waurn Ponds,
107,6 Kia Court," 1,075,000 ", 16 Dec 2017,1, ,, ,," 1,959 ",,5,2,5,Waurn Ponds,
108,6-7 Kia Court," 1,075,000 ", 16 Dec 2017,1," 238,000 ", Mar 2005, 600 , Nov 2013," 1,962 ",,5,2,5,Waurn Ponds,
109,5 Acacia Lane," 545,000 ", Dec 2017,0," 205,000 ", May 2001, ,, 700 ,,3,2,2,Waurn Ponds,
110,9 Tigerlilly Lane," 517,000 ", Dec 2017,0," 203,000 ", Aug 2012, 450 , Nov 2019, 572  ,  173 ,4,2,2,Waurn Ponds,
