,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Suburb_Code,Train Station,Bus Station,Hospitals,Schools,Restaurants,Shopping Center,Park,Sub_Lat,Sub_Long
158,6/141-143 Yarra Street,520000.0,2018-08-01,0,510000.0,2012-08-01,430.0,2015-03-01,596.0,,2,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
159,5/73-75 Maud Street,441000.0,2018-08-18,1,215000.0,2007-03-01,345.0,2017-06-01,204.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
160,5/73 Maud Street,441000.0,2018-08-18,1,215000.0,2007-03-01,335.0,2018-01-01,204.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
161,1 Stringers Lane,1130000.0,2018-08-01,0,65000.0,1998-08-01,,,448.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
162,136 Fitzroy Street,681000.0,2018-08-01,0,450000.0,2016-06-01,,,391.0,,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
163,4702/4 Yarra Street,555000.0,2018-08-01,0,441000.0,2009-01-01,395.0,2008-02-01,2737.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
164,184 Garden Street,730000.0,2018-08-04,1,546000.0,2011-04-01,480.0,2016-10-01,359.0,149.0,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
165,2/11 York Street,805000.0,2018-08-04,1,580000.0,2014-04-01,,,527.0,,3,3,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
166,404/120 Brougham Street,920000.0,2018-08-01,0,830000.0,2011-03-01,,,934.0,119.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
167,402/100 Western Beach Road,525000.0,2018-07-01,0,,,450.0,2019-06-01,992.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
168,11 FAGGS Place,640000.0,2018-07-28,1,485000.0,2015-12-01,460.0,2018-10-01,154.0,,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
169,601/120 Brougham Street,1310000.0,2018-06-01,0,1000000.0,2008-03-01,300.0,2012-06-01,934.0,,2,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
170,230 Verner Street,720000.0,2018-06-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
171,40 Bourke Crescent,840000.0,2018-06-01,0,577500.0,2014-09-01,495.0,2018-07-01,285.0,,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
172,3/37 Francis Street,387000.0,2018-06-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
173,4 Suttons Lane,656000.0,2018-06-01,0,575000.0,2017-05-01,390.0,2012-09-01,272.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
174,151 Swanston Street,581000.0,2018-06-01,0,272500.0,2009-06-01,335.0,2015-11-01,251.0,,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
175,29 Faggs Place,674000.0,2018-06-01,0,460000.0,2013-07-01,,,155.0,,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
176,16 Brownbill Street,655000.0,2018-06-01,0,,,,,465.0,,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
177,42 Mundy Street,950000.0,2018-05-01,0,198622.0,2004-01-01,,,210.0,133.0,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
178,3/35 Spring Street,550000.0,2018-05-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
179,5/154 Bellerine Street,300000.0,2018-05-01,0,271858.0,2014-05-01,305.0,2019-01-01,999.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
180,402/8 Gheringhap Street,350000.0,2018-05-01,0,338000.0,2016-09-01,320.0,2017-03-01,774.0,54.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
181,53 Little Ryrie Street,810000.0,2018-05-01,0,,,,,159.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
182,148 Verner Street,900000.0,2018-05-01,0,270000.0,2005-08-01,320.0,2008-01-01,435.0,150.0,4,2,3,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
183,141 Verner Street,1240000.0,2018-05-01,0,194000.0,2000-06-01,750.0,2018-07-01,516.0,,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
184,410/6 Bellarine Street,660000.0,2018-05-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
185,410/6 Bellerine Street,660000.0,2018-05-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
186,71 Carr Street,494500.0,2018-04-01,0,,,320.0,2018-05-01,420.0,,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
187,243 Bellerine Street,745000.0,2018-04-01,0,135000.0,1996-12-01,430.0,2019-06-01,378.0,,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
188,305/120 Brougham Street,890000.0,2018-04-01,0,729000.0,2012-03-01,575.0,2011-08-01,934.0,127.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
189,17 McKillop Street,560000.0,2018-04-21,1,425500.0,2013-09-01,430.0,2020-04-01,217.0,,2,1,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
190,304/8-10 McLarty Place,480000.0,2018-04-01,0,420000.0,2014-11-01,420.0,2020-02-01,566.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
191,48 Eastern Beach Road,4000000.0,2018-04-01,0,1300000.0,2000-11-01,,,22.0,,5,3,3,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
192,128 Verner Street,500000.0,2018-03-01,0,,,,,336.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
193,302/16 The Esplanade South,490000.0,2018-03-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
194,5/151 Gheringhap Street,398500.0,2018-03-01,0,210500.0,2004-11-01,,,134.0,,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
195,232 Myers Street,580000.0,2018-03-01,0,,,,,354.0,,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
196,13 Bourke Crescent,800000.0,2018-03-01,0,,,,,567.0,,3,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
197,4 McMillan Avenue,445000.0,2018-03-01,0,295000.0,2014-06-01,360.0,2018-09-01,100.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
198,5 Richmond Place,765000.0,2018-03-01,0,,,600.0,2019-02-01,530.0,,4,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
199,62 Swanston Street,940000.0,2018-03-01,0,,,410.0,2019-12-01,466.0,,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
200,118 Corio Street,1525000.0,2018-03-01,0,,,,,198.0,,2,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
201,104/8 McLarty Place,455000.0,2018-03-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
202,161 Verner Street,1420000.0,2018-03-01,0,319000.0,2009-06-01,,,860.0,327.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
203,705/8 Gheringhap Street,585000.0,2018-03-01,0,,,495.0,2019-01-01,774.0,,2,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
204,303/100 Western Beach Road,575000.0,2018-03-01,0,490000.0,2012-12-01,560.0,2018-04-01,992.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
205,2/83 Maud Street,720000.0,2018-03-01,0,527500.0,2007-05-01,485.0,2018-05-01,239.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
206,12/203 Little Malop Street,461000.0,2018-03-10,1,212500.0,2005-09-01,360.0,2015-07-01,106.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
207,22 Faggs Place,810000.0,2018-03-01,0,770000.0,2017-02-01,,,255.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
208,12/203-207 Little Malop Street,461000.0,2018-03-01,0,360000.0,2011-11-01,360.0,2015-07-01,106.0,,2,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
209,146 Garden Street,750000.0,2018-03-01,0,333000.0,2012-09-01,260.0,2010-06-01,337.0,115.0,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
210,105/8-10 McLarty Place,440000.0,2018-03-01,0,350000.0,2017-02-01,395.0,2015-12-01,566.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
211,79 Fitzroy Street,765000.0,2018-03-01,0,616000.0,2015-07-01,,,564.0,158.0,3,2,5,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
212,6 Ryrie Street,1260000.0,2018-02-01,0,1100000.0,2015-03-01,460.0,2011-12-01,552.0,,5,4,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
213,90 Garden Street,500000.0,2018-02-01,0,,,,,150.0,,2,1,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
214,8 Bean Street,860000.0,2018-02-01,0,193000.0,2006-08-01,,,255.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
215,7 Cogens Place,690000.0,2018-02-01,0,335000.0,2004-12-01,395.0,2017-10-01,107.0,100.0,3,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
216,10 The Esplanade S,1300000.0,2018-02-01,0,,,,,372.0,,3,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
217,108/6-8 Eastern Beach Road,629000.0,2018-02-01,0,430000.0,2011-08-01,660.0,2017-07-01,2126.0,96.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
218,6/61 Brougham Street,435000.0,2018-02-17,1,307500.0,2010-03-01,390.0,2019-11-01,829.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
219,33 Maud Street,875000.0,2018-02-01,0,650000.0,2010-11-01,,,489.0,,3,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
220,10 The Esplanade South,1300000.0,2018-02-01,0,,,800.0,2018-08-01,,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
221,301/64 Eastern Beach Road,1660000.0,2018-02-10,1,,,580.0,2017-01-01,,,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
222,3/17A The Esplanade,400000.0,2018-02-01,0,300000.0,2009-01-01,260.0,2016-04-01,976.0,62.0,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
223,407/8 Gheringhap Street,499000.0,2018-02-01,0,475000.0,2014-12-01,390.0,2017-03-01,773.0,86.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
224,2304/2 Yarra Street,430000.0,2018-01-01,0,260000.0,2004-12-01,,,2737.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
225,16 McKillop Street,820000.0,2018-01-01,0,715000.0,2015-12-01,210.0,2006-09-01,506.0,,4,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
226,1/126 Kilgour Street,1200000.0,2017-12-01,0,820000.0,2013-01-01,,,699.0,373.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
227,10 Alexander Avenue,760000.0,2017-12-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
228,7/96 Mercer Street,420000.0,2017-12-01,0,315000.0,2008-05-01,420.0,2019-07-01,716.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
229,10 Alexandra Avenue,760000.0,2017-12-01,0,,,,,442.0,,3,1,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
230,89 Carr Street,469000.0,2017-12-01,0,218500.0,2008-08-01,310.0,2018-04-01,188.0,,2,1,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
231,125 Verner Street,700000.0,2017-12-01,0,,,,,613.0,,2,1,4,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
232,18/96 Mercer Street,395000.0,2017-12-01,0,,,350.0,2009-04-01,714.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
233,2/155 Verner Street,252000.0,2017-12-01,0,199000.0,2010-05-01,260.0,2019-07-01,946.0,63.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
234,47B Lonsdale Street,760000.0,2017-12-01,0,,,,,319.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
235,12/64-66 Eastern Beach Road,1170000.0,2017-12-01,0,927500.0,2007-03-01,,,2538.0,,2,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
236,302/64-66 Eastern Beach Road,1170000.0,2017-12-01,0,910000.0,2015-02-01,650.0,2014-01-01,2538.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
237,302/64 Eastern Beach Road,1170000.0,2017-12-09,1,910000.0,2015-02-01,650.0,2014-01-01,2538.0,152.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
238,142 Verner Street,780000.0,2017-12-07,1,66000.0,1996-09-01,,,471.0,,3,3,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
239,6A Sydney Avenue,785000.0,2017-12-06,1,,,,,260.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
240,11 Stradling Avenue,825000.0,2017-12-01,0,,,360.0,2018-02-01,580.0,,4,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
241,4408/4 Yarra Street,630000.0,2017-12-01,0,500000.0,2005-07-01,440.0,2016-01-01,2737.0,,2,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
242,1/19 Mcmillan Avenue,410000.0,2017-12-01,0,56830.0,1982-12-01,,,331.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
243,42 Richmond Crescent,533000.0,2017-12-02,1,68000.0,1995-06-01,,,519.0,,1,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
244,101 Kilgour Street,735000.0,2017-12-02,1,455002.0,2005-06-01,425.0,2015-12-01,246.0,,2,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
245,120 Garden Street,965000.0,2017-12-02,1,84500.0,1994-10-01,,,648.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
246,1 England Street,1350000.0,2017-12-02,1,1100000.0,2010-06-01,570.0,2019-05-01,147.0,165.0,2,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
247,5 Sydney Avenue,865000.0,2017-11-01,0,215000.0,2000-06-01,540.0,2019-08-01,478.0,,4,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
248,192 Garden Street,535000.0,2017-11-25,1,281000.0,2007-11-01,340.0,2012-08-01,358.0,,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
249,607/8 Gheringhap Street,520000.0,2017-11-01,0,,,2042.0,2019-11-01,776.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
250,193 Yarra Street,542000.0,2017-11-01,0,335000.0,2010-06-01,360.0,2019-07-01,141.0,,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
251,905/53 Mercer Street,890000.0,2017-11-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
252,10/96 Mercer Street,420000.0,2017-11-01,0,380000.0,2008-05-01,400.0,2018-12-01,716.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
253,304 Moorabool Street,1080000.0,2017-11-18,1,354000.0,2002-06-01,,,754.0,142.0,4,3,3,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
254,302/100 Western Beach,536000.0,2017-11-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
255,302/100 Western Beach Road,536000.0,2017-11-01,0,492500.0,2012-10-01,450.0,2019-09-01,992.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
256,1201/53 Mercer Street,450000.0,2017-11-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
257,307/8 Gheringhap Street,445000.0,2017-11-01,0,,,400.0,2017-01-01,774.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
258,43 Mundy Street,750000.0,2017-11-04,1,590000.0,2014-09-01,600.0,2016-09-01,470.0,,4,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
259,303/18 The Esplanade South,322500.0,2017-11-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
260,106 Maud Street,587500.0,2017-10-01,0,298000.0,2006-03-01,475.0,2015-12-01,212.0,,4,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
261,3/4-10 Benson Street,389000.0,2017-10-01,0,320000.0,2014-05-01,350.0,2017-04-01,134.0,,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
262,50 Kilgour Street,578000.0,2017-10-28,1,95000.0,2000-02-01,410.0,2020-08-01,323.0,,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
263,1/61 Brougham Street,575000.0,2017-10-01,0,195000.0,1998-09-01,295.0,2007-06-01,380.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
264,16 Mundy Street,750000.0,2017-10-01,0,585000.0,2013-05-01,350.0,2016-01-01,942.0,133.0,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
265,59 Fitzroy Street,515000.0,2017-10-01,0,415000.0,2010-04-01,375.0,2014-11-01,164.0,110.0,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
266,101/18 The Esplanade Sth,478000.0,2017-10-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
267,14 & 14A Richmond Street,960000.0,2017-10-01,0,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
268,39 Alexander Avenue,1020000.0,2017-10-14,1,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
269,14A Richmond Street,960000.0,2017-10-14,1,,,330.0,2018-04-01,1004.0,,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
270,14 Richmond Street,960000.0,2017-10-14,1,103000.0,1988-11-01,280.0,2018-03-01,1003.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
271,39 Alexandra Avenue,1020000.0,2017-10-14,1,700000.0,2007-12-01,500.0,2019-07-01,313.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
272,13 Alexandra Avenue,1875000.0,2017-10-01,0,441000.0,2004-10-01,,,409.0,,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
273,117 Maud Street,800000.0,2017-10-01,0,,,350.0,2017-12-01,461.0,,3,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
274,601/8 Gheringhap Street,355000.0,2017-10-01,0,,,375.0,2016-09-01,773.0,54.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
275,120 Kilgour Street,1341500.0,2017-10-01,0,127000.0,1991-09-01,,,191.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
276,1/4 Fitzroy Street,445000.0,2017-09-01,0,440000.0,2003-10-01,315.0,2016-07-01,799.0,,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
277,604/8 Gheringhap Street,805000.0,2017-09-01,0,684000.0,2000-02-01,700.0,2019-03-01,774.0,122.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
278,12 York Street,525000.0,2017-09-23,1,,,295.0,2020-08-01,347.0,,2,1,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
279,9 Richmond Court,535000.0,2017-09-23,1,,,,,225.0,,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
280,23 Kilgour Street,520000.0,2017-09-01,0,450000.0,2016-09-01,360.0,2012-02-01,465.0,,3,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
281,36 Richmond Crescent,556000.0,2017-09-23,1,430000.0,2013-01-01,400.0,2017-08-01,13.0,125.0,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
282,47A Lonsdale Street,740000.0,2017-09-01,0,,,640.0,2020-04-01,234.0,,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
283,18 Pakington Street,1225000.0,2017-09-01,0,,,,,640.0,320.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
284,11 Yarra Street,1550000.0,2017-09-01,0,,,,,345.0,160.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
285,29 Mundy Street,696000.0,2017-09-01,0,,,,,410.0,,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
286,9 Kooyong Road,585000.0,2017-09-01,0,500000.0,2014-11-01,370.0,2018-02-01,185.0,102.0,3,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
287,17/96 Mercer Street,429000.0,2017-09-01,0,,,380.0,2012-02-01,714.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
288,7/236 Malop Street,415000.0,2017-09-01,0,299000.0,2006-04-01,360.0,2019-01-01,796.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
289,4 Little Fenwick Street,225000.0,2017-09-01,0,130000.0,2012-03-01,,,304.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
290,12 Ryrie Street,990500.0,2017-09-01,0,755000.0,2015-03-01,,,552.0,,4,3,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
291,2B Mercer Street,755000.0,2017-08-26,1,,,,,,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
292,115 Swanston Street,450000.0,2017-08-01,0,330000.0,2011-10-01,260.0,2016-07-01,271.0,,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
293,203 Yarra Street,620000.0,2017-08-26,1,475000.0,2012-06-01,400.0,2017-04-01,210.0,,3,1,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
294,205/8-10 McLarty Place,455000.0,2017-08-01,0,,,430.0,2018-02-01,565.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
295,12/141-143 Yarra Street,690000.0,2017-08-01,0,,,500.0,2016-09-01,596.0,,2,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
296,3/188 Mckillop Street,365000.0,2017-08-01,0,175000.0,2004-10-01,320.0,2016-12-01,161.0,,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
297,12/141 Yarra Street,690000.0,2017-08-01,0,,,500.0,2016-09-01,323.0,80.0,0,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
298,11 Long Lane,720000.0,2017-08-01,0,530000.0,2010-08-01,,,188.0,140.0,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
299,3 Stradling Avenue,830000.0,2017-08-19,1,615000.0,2010-10-01,370.0,2016-05-01,612.0,173.0,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
300,21 Alexandra Avenue,775000.0,2019-07-29,0,,,,,460.0,0.0,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
301,2/2 Bayley Street,550000.0,2020-03-03,0,,,,,316.0,0.0,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
302,2/2 Bayley Street,1000000.0,2020-03-04,0,,,,,133.0,0.0,4,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
303,3/2 Bayley Street,1000000.0,2020-03-04,0,,,,,133.0,0.0,4,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
304,4/2 Bayley Street,1000000.0,2020-03-04,0,,,,,133.0,0.0,4,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
305,223 Bellerine Street,701500.0,2019-08-17,0,,,,,239.0,0.0,3,1,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
306,38 Bourke Crescent,485000.0,2019-06-29,0,,,,,192.0,0.0,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
307,4 Brownbill Street,620000.0,2020-02-01,0,,,,,372.0,0.0,3,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
308,10 Carmans Lane,915000.0,2020-01-15,0,,,,,750.0,0.0,4,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
309,4 Colac Place,395000.0,2019-05-17,0,,,,,365.0,0.0,2,1,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
310,4 Colac Place,395000.0,2019-05-17,0,,,,,123.0,0.0,2,0,0,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
311,13 England Street,1100000.0,2019-06-03,0,,,,,120.0,0.0,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
312,17 England Street,1345000.0,2019-02-09,0,,,,,172.0,0.0,3,2,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
313,49 Fitzroy Street,1582500.0,2019-12-14,0,,,,,406.0,0.0,4,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
314,50 Fitzroy Street,765000.0,2019-05-31,0,,,,,348.0,0.0,4,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
315,68 Fitzroy Street,665000.0,2019-07-09,0,,,,,480.0,0.0,3,1,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
316,71 Fitzroy Street,1050000.0,2020-05-04,0,,,,,538.0,0.0,4,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
317,10 Garden Street,1875000.0,2019-09-17,0,,,,,297.0,0.0,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
318,150 Garden Street,315000.0,2020-06-11,0,,,,,78.0,78.0,2,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
319,158 Garden Street,1240000.0,2020-08-19,0,,,,,708.0,0.0,4,2,6,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
320,9 Hamblings Lane,780000.0,2019-08-12,0,,,,,207.0,0.0,3,2,2,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
321,6 Heaths Lane,525000.0,2019-07-10,0,,,,,65.0,0.0,1,1,1,Geelong,10,1,8,20,3,85,4,1,-38.150341,144.361257
