,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
1961,3403705.0,T20130019693,ABS to receive accident,Finished,24/9/2013,17.00.00,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Multiple intersection,Other injury accident,100 km/hr,Yes,278934.0,144.29278,-38.17187,Intersection,GEELONG,SOUTH WESTERN REGION,2438025.664,2369716.587,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,"RURAL_VICTORIA,LARGE_PROVINCIAL_CITIES",GEELONG,SOUTH WESTERN REGION,M,"M,C",Freeway,"Freeway,Arterial Other",Divided,"Div,Undiv",Country
2050,3403794.0,T20130019297,ABS to receive accident,Finished,19/9/2013,09.40.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,49687.0,144.35824,-38.08242,Intersection,GEELONG,SOUTH WESTERN REGION,2443694.318,2379686.122,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
2060,3403804.0,T20130019733,ABS to receive accident,Finished,25/9/2013,10.20.00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,1189.0,144.35324,-38.14497,Intersection,GEELONG,SOUTH WESTERN REGION,2443302.865,2372740.25,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
2062,3403806.0,T20130019735,ABS to receive accident,Finished,25/9/2013,11.15.00,No,Collision with vehicle,Wednesday,RIGHT TURN SIDESWIPE,Yes,Day,Yes,T intersection,Other injury accident,60 km/hr,No,49872.0,144.33687,-38.1381,Intersection,GEELONG,SOUTH WESTERN REGION,2441862.829,2373492.169,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
2103,3403847.0,T20130019331,ABS to receive accident,Finished,19/9/2013,19.00.00,Yes,Collision with vehicle,Thursday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,70 km/hr,No,267353.0,144.36586,-38.09322,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2444371.682,2378491.534,5.0,2.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
2120,3403864.0,T20130020192,ABS to receive accident,Finished,27/9/2013,11.00.00,No,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,No,Not at intersection,Serious injury accident,100 km/hr,Yes,279010.0,144.3043,-38.184509999999996,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2439045.123,2368320.537,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,M,M,Freeway,Freeway,Divided,Div,Country
2268,3404012.0,T20130019853,ABS to receive accident,Finished,24/9/2013,19.00.00,Yes,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,70 km/hr,No,49805.0,144.33393,-38.12028,Intersection,GEELONG,SOUTH WESTERN REGION,2441591.116,2375468.818,3.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
2271,3404015.0,T20130019858,ABS to receive accident,Finished,26/9/2013,19.40.00,Yes,No collision and no object struck,Thursday,OFF CARRIAGEWAY TO RIGHT,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,263769.0,144.50169,-38.1796,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2456336.8,2368974.394,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
2338,3404082.0,T20130020309,ABS to receive accident,Finished,2/10/2013,15.50.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,266902.0,144.34693000000001,-38.15983,Intersection,GEELONG,SOUTH WESTERN REGION,2442761.015,2371086.102,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,4.0,0.0,4.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
2414,3404158.0,T20130018268,ABS to receive accident,Finished,4/9/2013,10.55.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Multiple intersection,Other injury accident,70 km/hr,No,279062.0,144.29452,-38.14132,Intersection,GEELONG,SOUTH WESTERN REGION,2438152.594,2373108.565,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,M,"M,B",Freeway,"Freeway,Arterial Highway",Divided,"Div,Undiv",Country
2603,3404347.0,T20130017954,ABS to receive accident,Finished,30/8/2013,20.15.00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,49662.0,144.35865,-38.07416,Intersection,GEELONG,SOUTH WESTERN REGION,2443724.312,2380603.2709999997,5.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
2635,3404379.0,T20130017115,ABS to receive accident,Finished,19/8/2013,15.15.00,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,70 km/hr,No,263521.0,144.55192,-38.18312,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2460739.683,2368605.319,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
2650,3404394.0,T20130017565,ABS to receive accident,Finished,22/8/2013,06.15.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,100 km/hr,No,264468.0,144.51294,-38.18099,Intersection,GEELONG,SOUTH WESTERN REGION,2457323.455,2368824.9590000003,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,3.0,0.0,3.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
2689,3404433.0,T20130017143,ABS to receive accident,Finished,19/8/2013,16.25.00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,72292.0,144.38535,-38.16426,Intersection,GEELONG,SOUTH WESTERN REGION,2446131.679,2370617.288,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
2761,3404505.0,T20130018039,ABS to receive accident,Finished,1/9/2013,01.35.00,Yes,Collision with a fixed object,Sunday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,263539.0,144.5829,-38.16013,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2463442.937,2371169.893,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,SMALL_CITIES,"SMALL_CITIES,RURAL_VICTORIA",GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
2793,3404537.0,T20130017194,ABS to receive accident,Finished,16/8/2013,17.35.00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,No,Not at intersection,Other injury accident,70 km/hr,No,262954.0,144.3536,-38.1199,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443315.494,2375522.956,4.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,No,0.0,4.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country
2890,3404634.0,T20130017229,ABS to receive accident,Finished,20/8/2013,23.30.00,Yes,Collision with a fixed object,Tuesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Cross intersection,Serious injury accident,100 km/hr,Yes,45329.0,144.36748,-37.892759999999996,Intersection,GEELONG,SOUTH WESTERN REGION,2444365.559,2400741.844,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
2927,3404671.0,T20130018136,ABS to receive accident,Finished,2/9/2013,11.30.00,No,Collision with vehicle,Monday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,263505.0,144.49083000000002,-38.002829999999996,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2455280.128,2388590.67,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,M,M,Freeway,Freeway,Divided,Div,Country
2928,3404672.0,T20130018529,ABS to receive accident,Finished,8/9/2013,00.40.00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Yes,Dark No street lights,Yes,Cross intersection,Serious injury accident,100 km/hr,Yes,264154.0,144.64088,-38.196329999999996,Intersection,GEELONG,SOUTH WESTERN REGION,2468540.106,2367171.794,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,1.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3065,3404809.0,T20130017747,ABS to receive accident,Finished,27/8/2013,16.30.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Other injury accident,70 km/hr,No,44465.0,144.35238999999999,-38.17523,Intersection,GEELONG,SOUTH WESTERN REGION,2443251.267,2369380.086,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,"A,C",Arterial Highway,"Arterial Highway,Arterial Other",Divided,"Div,Undiv",Country
3148,3404892.0,T20130018653,ABS to receive accident,Finished,9/9/2013,15.40.00,No,Collision with vehicle,Monday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,35782.0,144.33526,-38.14654,Intersection,GEELONG,SOUTH WESTERN REGION,2441728.256,2372555.042,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3218,3404962.0,T20130022376,ABS to receive accident,Finished,30/10/2013,08.45.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,49803.0,144.3326,-38.11868,Intersection,GEELONG,SOUTH WESTERN REGION,2441473.792,2375646.06,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
3293,3405037.0,T20130023181,ABS to receive accident,Finished,9/11/2013,20.20.00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,No,T intersection,Other injury accident,60 km/hr,Yes,265406.0,144.3527,-38.11193,Intersection,GEELONG,SOUTH WESTERN REGION,2443231.127,2376407.3680000002,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Undivided,Undiv,Country
3422,3405166.0,T20130023685,ABS to receive accident,Finished,16/11/2013,12.30.00,No,Collision with vehicle,Saturday,REVERSING IN STREAM OF TRAFFIC,No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,57632.0,144.35502,-38.09882,Intersection,GEELONG,SOUTH WESTERN REGION,2443424.741,2377863.405,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,"A,C",Arterial Highway,"Arterial Highway,Arterial Other",Divided,"Div,Undiv",Country
3492,3405236.0,T20130022895,ABS to receive accident,Finished,6/11/2013,11.30.00,No,Collision with vehicle,Wednesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,265198.0,144.53073,-38.26677,Intersection,GEELONG,SOUTH WESTERN REGION,2458929.057,2359310.1969999997,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3573,3405317.0,T20130022157,ABS to receive accident,Finished,27/10/2013,15.00.00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,265005.0,144.35285,-38.14629,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443269.64,2372593.174,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country
3581,3405325.0,T20130022557,ABS to receive accident,Finished,1/11/2013,08.55.00,No,Collision with vehicle,Friday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,50035.0,144.33996000000002,-38.15903,Intersection,GEELONG,SOUTH WESTERN REGION,2442150.284,2371171.287,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3603,3405347.0,T20130022953,ABS to receive accident,Finished,23/9/2013,12.45.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,100 km/hr,No,49594.0,144.38183,-37.873740000000005,Intersection,GEELONG,SOUTH WESTERN REGION,2445614.41,2402861.535,6.0,1.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3614,3405358.0,T20130023375,ABS to receive accident,Finished,12/11/2013,15.30.00,No,Collision with vehicle,Tuesday,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,265345.0,144.39611000000002,-38.024409999999996,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2446976.222,2386146.606,3.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,1.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3692,3405436.0,T20130022614,ABS to receive accident,Finished,2/11/2013,11.30.00,No,Collision with vehicle,Saturday,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,279011.0,144.32086,-38.09798,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2440427.742,2377935.975,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,M,M,Freeway,Freeway,Divided,Div,Country
3712,3405456.0,T20130023410,ABS to receive accident,Finished,12/11/2013,20.45.00,Yes,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Yes,Not at intersection,Serious injury accident,60 km/hr,No,266630.0,144.55483,-38.17991,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2460993.34,2368962.485,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3726,3405470.0,T20130022243,ABS to receive accident,Finished,28/10/2013,14.45.00,No,Collision with vehicle,Monday,U TURN,No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,72366.0,144.38717,-38.16943,Intersection,GEELONG,SOUTH WESTERN REGION,2446294.983,2370043.992,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
3759,3405503.0,T20130023024,ABS to receive accident,Finished,4/9/2013,19.30.00,Yes,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,70 km/hr,No,1189.0,144.35324,-38.14497,Intersection,GEELONG,SOUTH WESTERN REGION,2443302.865,2372740.25,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
3778,3405522.0,T20130022278,ABS to receive accident,Finished,22/8/2013,17.00.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Other injury accident,Not known,No,264243.0,144.33353,-38.100390000000004,Intersection,GEELONG,SOUTH WESTERN REGION,2441540.886,2377676.219,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3841,3405585.0,T20130022664,ABS to receive accident,Finished,2/11/2013,22.50.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Serious injury accident,80 km/hr,No,49120.0,144.47648999999998,-38.176590000000004,Intersection,GEELONG,SOUTH WESTERN REGION,2454127.026,2369295.807,4.0,3.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,TOWNS,"TOWNS,RURAL_VICTORIA",GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
3857,3405601.0,T20130023060,ABS to receive accident,Finished,8/11/2013,14.30.00,No,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Other injury accident,70 km/hr,Yes,46486.0,144.35093,-38.13344,Intersection,GEELONG,SOUTH WESTERN REGION,2443091.9069999997,2374018.676,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country
